Car_ID,Brand,Model,Fuel_Type,Transmission,Body_Type,Mileage,Engine_CC,Year
1918,kia,seltos,diesel,manual,suv,15,1497,2021
1919,toyota,glanza,petrol,manual,hatchback,24,1197,2018
1920,hyundai,verna,petrol,manual,sedan,20,1497,2022
1921,hyundai,creta,diesel,manual,suv,16,1497,2020
1922,maruti,swift,petrol,automatic,hatchback,21,1197,2021
1923,maruti,swift,petrol,automatic,hatchback,23,1197,2019
1924,hyundai,i20,petrol,manual,hatchback,23,1197,2019
1925,honda,amaze,diesel,automatic,sedan,22,1199,2016
1926,kia,ev6,electric,automatic,suv,0,0,2018
1927,maruti,alto,petrol,manual,hatchback,22,796,2018
1928,maruti,alto,petrol,manual,hatchback,25,796,2022
1929,toyota,glanza,petrol,automatic,hatchback,23,1197,2019
1930,hyundai,creta,diesel,manual,suv,19,1497,2024
1931,kia,seltos,petrol,automatic,suv,16,1497,2019
1932,bmw,3 series,diesel,automatic,sedan,13,1998,2019
1933,toyota,glanza,petrol,manual,hatchback,23,1197,2023
1934,hyundai,i20,petrol,manual,hatchback,19,1197,2022
1935,hyundai,verna,petrol,manual,sedan,17,1497,2017
1936,bmw,3 series,petrol,automatic,sedan,12,1998,2018
1937,bmw,x1,diesel,automatic,suv,14,1995,2019
1938,honda,city,petrol,manual,sedan,18,1498,2017
1939,toyota,fortuner,diesel,automatic,suv,11,2755,2022
1940,hyundai,verna,petrol,manual,sedan,20,1497,2018
1941,honda,city,petrol,automatic,sedan,19,1498,2024
1942,honda,city,petrol,manual,sedan,19,1498,2020
1943,hyundai,verna,petrol,automatic,sedan,20,1497,2020
1944,toyota,fortuner,diesel,manual,suv,10,2755,2022
1945,maruti,swift,petrol,automatic,hatchback,21,1197,2017
1946,kia,ev6,electric,automatic,suv,2,0,2020
1947,hyundai,i20,petrol,manual,hatchback,23,1197,2016
1948,toyota,innova,diesel,automatic,suv,16,2393,2023
1949,kia,seltos,petrol,automatic,suv,18,1497,2019
1950,kia,ev6,electric,automatic,suv,0,0,2023
1951,maruti,alto,petrol,manual,hatchback,24,796,2020
1952,hyundai,i20,petrol,manual,hatchback,22,1197,2020
1953,hyundai,verna,petrol,automatic,sedan,17,1497,2024
1954,kia,seltos,petrol,manual,suv,15,1497,2022
1955,toyota,glanza,petrol,manual,hatchback,23,1197,2021
1956,bmw,3 series,petrol,automatic,sedan,13,1998,2019
1957,kia,ev6,electric,automatic,suv,2,0,2020
1958,bmw,3 series,diesel,automatic,sedan,15,1998,2017
1959,kia,ev6,electric,automatic,suv,1,0,2019
1960,maruti,alto,petrol,manual,hatchback,25,796,2017
1961,toyota,glanza,petrol,manual,hatchback,23,1197,2018
1962,bmw,3 series,petrol,automatic,sedan,12,1998,2021
1963,honda,amaze,diesel,automatic,sedan,22,1199,2022
1964,bmw,3 series,petrol,automatic,sedan,12,1998,2023
1965,hyundai,creta,diesel,manual,suv,17,1497,2022
1966,hyundai,i20,petrol,automatic,hatchback,23,1197,2019
1967,honda,amaze,diesel,automatic,sedan,21,1199,2019
1968,bmw,x1,petrol,automatic,suv,15,1995,2020
1969,bmw,3 series,diesel,automatic,sedan,12,1998,2023
1970,toyota,innova,diesel,manual,suv,15,2393,2019
1971,hyundai,creta,petrol,manual,suv,16,1497,2019
1972,hyundai,verna,petrol,manual,sedan,19,1497,2024
1973,maruti,swift,petrol,manual,hatchback,21,1197,2024
1974,kia,ev6,electric,automatic,suv,0,0,2019
1975,honda,amaze,diesel,manual,sedan,19,1199,2018
1976,honda,city,petrol,automatic,sedan,16,1498,2023
1977,kia,seltos,diesel,automatic,suv,16,1497,2020
1978,maruti,swift,petrol,manual,hatchback,21,1197,2023
1979,hyundai,creta,petrol,automatic,suv,19,1497,2022
1980,hyundai,creta,diesel,manual,suv,17,1497,2018
1981,maruti,alto,petrol,manual,hatchback,22,796,2020
1982,toyota,innova,diesel,automatic,suv,14,2393,2017
1983,honda,amaze,diesel,manual,sedan,21,1199,2022
1984,hyundai,verna,petrol,manual,sedan,20,1497,2024
1985,hyundai,creta,petrol,manual,suv,15,1497,2019
1986,kia,seltos,petrol,automatic,suv,15,1497,2023
1987,kia,ev6,electric,automatic,suv,0,0,2022
1988,hyundai,verna,petrol,manual,sedan,18,1497,2021
1989,honda,city,petrol,manual,sedan,17,1498,2024
1990,toyota,glanza,petrol,automatic,hatchback,23,1197,2018
1991,bmw,3 series,diesel,automatic,sedan,11,1998,2024
1992,honda,amaze,diesel,manual,sedan,22,1199,2020
1993,bmw,x1,petrol,automatic,suv,12,1995,2021
1994,hyundai,verna,petrol,automatic,sedan,21,1497,2016
1995,honda,city,petrol,automatic,sedan,19,1498,2020
1996,hyundai,verna,petrol,automatic,sedan,17,1497,2022
1997,kia,ev6,electric,automatic,suv,0,0,2018
1998,hyundai,i20,petrol,automatic,hatchback,20,1197,2018
1999,kia,seltos,diesel,automatic,suv,16,1497,2016
2000,honda,city,petrol,automatic,sedan,19,1498,2016
2001,kia,seltos,diesel,manual,suv,18,1497,2022
2002,toyota,glanza,petrol,automatic,hatchback,23,1197,2019
2003,hyundai,i20,petrol,automatic,hatchback,23,1197,2016
2004,hyundai,verna,petrol,automatic,sedan,18,1497,2021
2005,hyundai,creta,diesel,automatic,suv,17,1497,2020
2006,toyota,innova,diesel,manual,suv,14,2393,2022
2007,maruti,swift,petrol,manual,hatchback,22,1197,2019
2008,kia,seltos,diesel,manual,suv,16,1497,2021
2009,toyota,innova,diesel,automatic,suv,14,2393,2021
2010,maruti,alto,petrol,manual,hatchback,26,796,2017
2011,honda,amaze,diesel,automatic,sedan,19,1199,2016
2012,honda,city,petrol,automatic,sedan,16,1498,2018
2013,bmw,x1,petrol,automatic,suv,14,1995,2021
2014,hyundai,i20,petrol,manual,hatchback,23,1197,2021
2015,hyundai,creta,diesel,manual,suv,17,1497,2020
2016,hyundai,creta,petrol,manual,suv,16,1497,2018
2017,maruti,alto,petrol,manual,hatchback,22,796,2020
2018,kia,ev6,electric,automatic,suv,1,0,2020
2019,hyundai,i20,petrol,automatic,hatchback,20,1197,2023
2020,hyundai,verna,petrol,automatic,sedan,17,1497,2022
2021,hyundai,verna,petrol,manual,sedan,17,1497,2020
2022,hyundai,verna,petrol,automatic,sedan,19,1497,2016
2023,honda,amaze,petrol,manual,sedan,21,1199,2021
2024,toyota,glanza,petrol,manual,hatchback,20,1197,2024
2025,maruti,alto,petrol,manual,hatchback,22,796,2024
2026,bmw,x1,petrol,automatic,suv,12,1995,2018
2027,kia,seltos,diesel,automatic,suv,16,1497,2019
2028,bmw,3 series,petrol,automatic,sedan,13,1998,2021
2029,kia,ev6,electric,automatic,suv,0,0,2021
2030,honda,amaze,petrol,manual,sedan,18,1199,2020
2031,honda,amaze,diesel,manual,sedan,22,1199,2019
2032,bmw,3 series,diesel,automatic,sedan,11,1998,2018
2033,honda,amaze,diesel,automatic,sedan,22,1199,2024
2034,bmw,x1,petrol,automatic,suv,15,1995,2023
2035,honda,amaze,petrol,automatic,sedan,22,1199,2021
2036,honda,city,petrol,manual,sedan,19,1498,2024
2037,toyota,fortuner,diesel,automatic,suv,12,2755,2016
2038,toyota,innova,diesel,automatic,suv,15,2393,2017
2039,toyota,fortuner,diesel,manual,suv,12,2755,2023
2040,toyota,fortuner,diesel,manual,suv,10,2755,2020
2041,honda,amaze,petrol,manual,sedan,18,1199,2021
2042,toyota,innova,diesel,manual,suv,13,2393,2017
2043,honda,amaze,diesel,manual,sedan,20,1199,2016
2044,maruti,alto,petrol,manual,hatchback,25,796,2024
2045,bmw,3 series,petrol,automatic,sedan,11,1998,2018
2046,toyota,fortuner,diesel,manual,suv,14,2755,2021
2047,honda,city,petrol,manual,sedan,19,1498,2017
2048,hyundai,i20,petrol,automatic,hatchback,21,1197,2020
2049,kia,ev6,electric,automatic,suv,0,0,2020
2050,kia,ev6,electric,automatic,suv,0,0,2018
2051,toyota,innova,diesel,automatic,suv,15,2393,2024
2052,maruti,swift,petrol,manual,hatchback,22,1197,2019
2053,kia,ev6,electric,automatic,suv,0,0,2016
2054,toyota,innova,diesel,manual,suv,12,2393,2018
2055,kia,ev6,electric,automatic,suv,2,0,2021
2056,honda,city,petrol,automatic,sedan,19,1498,2023
2057,hyundai,creta,petrol,manual,suv,18,1497,2018
2058,hyundai,creta,petrol,manual,suv,15,1497,2019
2059,bmw,x1,diesel,automatic,suv,15,1995,2023
2060,kia,ev6,electric,automatic,suv,1,0,2024
2061,bmw,x1,petrol,automatic,suv,16,1995,2023
2062,kia,seltos,petrol,manual,suv,17,1497,2019
2063,maruti,alto,petrol,manual,hatchback,22,796,2019
2064,bmw,x1,diesel,automatic,suv,16,1995,2024
2065,maruti,swift,petrol,manual,hatchback,21,1197,2024
2066,honda,city,petrol,manual,sedan,19,1498,2021
2067,hyundai,i20,petrol,automatic,hatchback,19,1197,2017
2068,toyota,glanza,petrol,automatic,hatchback,23,1197,2020
2069,hyundai,verna,petrol,automatic,sedan,18,1497,2023
2070,maruti,swift,petrol,automatic,hatchback,24,1197,2021
2071,honda,city,petrol,manual,sedan,20,1498,2016
2072,hyundai,i20,petrol,manual,hatchback,22,1197,2023
2073,maruti,swift,petrol,manual,hatchback,22,1197,2017
2074,hyundai,creta,petrol,manual,suv,18,1497,2017
2075,hyundai,i20,petrol,automatic,hatchback,21,1197,2021
2076,hyundai,verna,petrol,automatic,sedan,21,1497,2022
2077,hyundai,creta,petrol,manual,suv,15,1497,2023
2078,hyundai,creta,diesel,automatic,suv,16,1497,2024
2079,toyota,innova,diesel,automatic,suv,13,2393,2016
2080,kia,seltos,petrol,manual,suv,18,1497,2019
2081,hyundai,creta,petrol,automatic,suv,16,1497,2021
2082,maruti,swift,petrol,automatic,hatchback,24,1197,2024
2083,hyundai,i20,petrol,automatic,hatchback,21,1197,2016
2084,bmw,3 series,petrol,automatic,sedan,14,1998,2017
2085,maruti,swift,petrol,manual,hatchback,23,1197,2019
2086,maruti,swift,petrol,manual,hatchback,21,1197,2024
2087,maruti,swift,petrol,manual,hatchback,21,1197,2021
2088,hyundai,i20,petrol,manual,hatchback,21,1197,2019
2089,honda,city,petrol,automatic,sedan,16,1498,2023
2090,hyundai,creta,petrol,automatic,suv,15,1497,2018
2091,bmw,3 series,diesel,automatic,sedan,11,1998,2020
2092,honda,city,petrol,automatic,sedan,20,1498,2024
2093,maruti,alto,petrol,manual,hatchback,24,796,2021
2094,toyota,fortuner,diesel,manual,suv,10,2755,2020
2095,hyundai,creta,diesel,automatic,suv,15,1497,2023
2096,hyundai,i20,petrol,automatic,hatchback,20,1197,2017
2097,kia,ev6,electric,automatic,suv,0,0,2017
2098,hyundai,verna,petrol,automatic,sedan,19,1497,2021
2099,maruti,swift,petrol,manual,hatchback,22,1197,2018
2100,hyundai,creta,diesel,manual,suv,19,1497,2023
2101,kia,ev6,electric,automatic,suv,0,0,2023
2102,kia,ev6,electric,automatic,suv,0,0,2020
2103,kia,seltos,petrol,manual,suv,18,1497,2017
2104,bmw,3 series,petrol,automatic,sedan,11,1998,2024
2105,bmw,x1,petrol,automatic,suv,14,1995,2016
2106,maruti,alto,petrol,manual,hatchback,23,796,2021
2107,bmw,3 series,petrol,automatic,sedan,13,1998,2024
2108,toyota,fortuner,diesel,automatic,suv,13,2755,2018
2109,honda,city,petrol,manual,sedan,20,1498,2022
2110,toyota,innova,diesel,manual,suv,15,2393,2020
2111,toyota,innova,diesel,manual,suv,15,2393,2024
2112,hyundai,verna,petrol,automatic,sedan,18,1497,2017
2113,hyundai,creta,diesel,automatic,suv,18,1497,2022
2114,toyota,fortuner,diesel,automatic,suv,12,2755,2017
2115,honda,city,petrol,automatic,sedan,20,1498,2017
2116,hyundai,creta,diesel,automatic,suv,19,1497,2023
2117,kia,ev6,electric,automatic,suv,1,0,2022
2118,hyundai,verna,petrol,automatic,sedan,19,1497,2020
2119,hyundai,i20,petrol,automatic,hatchback,19,1197,2023
2120,kia,seltos,diesel,automatic,suv,18,1497,2021
2121,hyundai,i20,petrol,automatic,hatchback,22,1197,2017
2122,maruti,alto,petrol,manual,hatchback,23,796,2018
2123,hyundai,verna,petrol,automatic,sedan,17,1497,2020
2124,hyundai,creta,diesel,automatic,suv,16,1497,2021
2125,hyundai,verna,petrol,manual,sedan,17,1497,2023
2126,hyundai,verna,petrol,automatic,sedan,21,1497,2018
2127,bmw,3 series,petrol,automatic,sedan,13,1998,2018
2128,hyundai,i20,petrol,automatic,hatchback,20,1197,2019
2129,honda,amaze,diesel,automatic,sedan,21,1199,2019
2130,honda,city,petrol,manual,sedan,16,1498,2017
2131,maruti,swift,petrol,manual,hatchback,24,1197,2024
2132,honda,amaze,diesel,automatic,sedan,18,1199,2022
2133,hyundai,verna,petrol,manual,sedan,19,1497,2022
2134,honda,amaze,petrol,automatic,sedan,18,1199,2020
2135,kia,ev6,electric,automatic,suv,0,0,2022
2136,bmw,x1,petrol,automatic,suv,14,1995,2020
2137,bmw,x1,diesel,automatic,suv,12,1995,2023
2138,maruti,alto,petrol,manual,hatchback,22,796,2022
2139,toyota,innova,diesel,automatic,suv,15,2393,2024
2140,kia,ev6,electric,automatic,suv,0,0,2022
2141,bmw,x1,diesel,automatic,suv,12,1995,2016
2142,kia,seltos,diesel,manual,suv,15,1497,2023
2143,hyundai,i20,petrol,automatic,hatchback,20,1197,2017
2144,bmw,x1,diesel,automatic,suv,15,1995,2020
2145,bmw,x1,diesel,automatic,suv,15,1995,2022
2146,toyota,fortuner,diesel,automatic,suv,11,2755,2017
2147,toyota,glanza,petrol,automatic,hatchback,24,1197,2020
2148,hyundai,creta,diesel,automatic,suv,15,1497,2024
2149,honda,city,petrol,automatic,sedan,18,1498,2023
2150,hyundai,i20,petrol,manual,hatchback,23,1197,2019
2151,bmw,x1,diesel,automatic,suv,13,1995,2024
2152,toyota,innova,diesel,manual,suv,15,2393,2024
2153,bmw,x1,diesel,automatic,suv,13,1995,2022
2154,hyundai,i20,petrol,manual,hatchback,22,1197,2020
2155,toyota,innova,diesel,automatic,suv,16,2393,2024
2156,hyundai,creta,diesel,manual,suv,16,1497,2017
2157,honda,city,petrol,automatic,sedan,19,1498,2023
2158,bmw,x1,petrol,automatic,suv,15,1995,2021
2159,bmw,3 series,petrol,automatic,sedan,15,1998,2016
2160,toyota,fortuner,diesel,automatic,suv,14,2755,2021
2161,honda,city,petrol,automatic,sedan,17,1498,2022
2162,maruti,alto,petrol,manual,hatchback,23,796,2022
2163,hyundai,creta,diesel,manual,suv,18,1497,2018
2164,bmw,x1,petrol,automatic,suv,12,1995,2017
2165,hyundai,i20,petrol,manual,hatchback,21,1197,2017
2166,bmw,3 series,petrol,automatic,sedan,14,1998,2017
2167,kia,seltos,petrol,automatic,suv,18,1497,2022
2168,hyundai,i20,petrol,manual,hatchback,20,1197,2022
2169,bmw,x1,petrol,automatic,suv,16,1995,2018
2170,kia,ev6,electric,automatic,suv,0,0,2020
2171,hyundai,i20,petrol,automatic,hatchback,21,1197,2021
2172,toyota,glanza,petrol,automatic,hatchback,22,1197,2020
2173,toyota,glanza,petrol,automatic,hatchback,23,1197,2018
2174,maruti,alto,petrol,manual,hatchback,24,796,2019
2175,hyundai,creta,diesel,manual,suv,17,1497,2018
2176,kia,ev6,electric,automatic,suv,2,0,2017
2177,kia,seltos,petrol,automatic,suv,19,1497,2024
2178,bmw,x1,diesel,automatic,suv,14,1995,2019
2179,toyota,glanza,petrol,automatic,hatchback,21,1197,2024
2180,bmw,3 series,petrol,automatic,sedan,14,1998,2020
2181,hyundai,i20,petrol,manual,hatchback,23,1197,2017
2182,toyota,fortuner,diesel,manual,suv,12,2755,2021
2183,toyota,innova,diesel,automatic,suv,16,2393,2022
2184,toyota,innova,diesel,automatic,suv,14,2393,2023
2185,kia,seltos,petrol,automatic,suv,17,1497,2024
2186,hyundai,i20,petrol,automatic,hatchback,23,1197,2017
2187,maruti,swift,petrol,automatic,hatchback,23,1197,2017
2188,hyundai,verna,petrol,automatic,sedan,19,1497,2017
2189,hyundai,i20,petrol,manual,hatchback,23,1197,2016
2190,bmw,x1,diesel,automatic,suv,16,1995,2020
2191,bmw,3 series,petrol,automatic,sedan,15,1998,2016
2192,maruti,alto,petrol,manual,hatchback,25,796,2024
2193,maruti,swift,petrol,manual,hatchback,21,1197,2020
2194,toyota,glanza,petrol,manual,hatchback,23,1197,2020
2195,maruti,swift,petrol,automatic,hatchback,25,1197,2020
2196,honda,city,petrol,automatic,sedan,19,1498,2020
2197,toyota,innova,diesel,automatic,suv,13,2393,2023
2198,toyota,innova,diesel,manual,suv,16,2393,2020
2199,toyota,fortuner,diesel,manual,suv,12,2755,2020
2200,toyota,innova,diesel,automatic,suv,15,2393,2017
2201,hyundai,i20,petrol,automatic,hatchback,21,1197,2023
2202,toyota,innova,diesel,automatic,suv,13,2393,2022
2203,toyota,glanza,petrol,automatic,hatchback,21,1197,2016
2204,hyundai,i20,petrol,manual,hatchback,21,1197,2023
2205,kia,seltos,diesel,manual,suv,15,1497,2024
2206,bmw,3 series,diesel,automatic,sedan,12,1998,2016
2207,toyota,glanza,petrol,manual,hatchback,22,1197,2017
2208,toyota,fortuner,diesel,manual,suv,14,2755,2018
2209,toyota,glanza,petrol,manual,hatchback,20,1197,2022
2210,bmw,x1,diesel,automatic,suv,13,1995,2017
2211,maruti,alto,petrol,manual,hatchback,23,796,2022
2212,toyota,glanza,petrol,automatic,hatchback,22,1197,2021
2213,kia,seltos,petrol,automatic,suv,17,1497,2019
2214,toyota,innova,diesel,manual,suv,14,2393,2018
2215,hyundai,i20,petrol,automatic,hatchback,19,1197,2023
2216,bmw,x1,diesel,automatic,suv,13,1995,2019
2217,maruti,swift,petrol,automatic,hatchback,24,1197,2019
2218,toyota,fortuner,diesel,manual,suv,14,2755,2023
2219,kia,ev6,electric,automatic,suv,0,0,2016
2220,maruti,swift,petrol,automatic,hatchback,22,1197,2024
2221,kia,seltos,petrol,automatic,suv,18,1497,2016
2222,kia,seltos,petrol,automatic,suv,16,1497,2018
2223,kia,ev6,electric,automatic,suv,2,0,2019
2224,toyota,fortuner,diesel,automatic,suv,14,2755,2017
2225,bmw,x1,diesel,automatic,suv,14,1995,2022
2226,hyundai,creta,petrol,automatic,suv,18,1497,2017
2227,honda,amaze,diesel,automatic,sedan,21,1199,2017
2228,hyundai,verna,petrol,automatic,sedan,20,1497,2018
2229,toyota,fortuner,diesel,automatic,suv,13,2755,2024
2230,hyundai,creta,diesel,automatic,suv,15,1497,2018
2231,toyota,glanza,petrol,automatic,hatchback,21,1197,2020
2232,kia,seltos,petrol,automatic,suv,17,1497,2016
2233,toyota,innova,diesel,automatic,suv,12,2393,2019
2234,maruti,swift,petrol,manual,hatchback,23,1197,2017
2235,honda,amaze,diesel,manual,sedan,19,1199,2020
2236,toyota,innova,diesel,manual,suv,15,2393,2017
2237,toyota,fortuner,diesel,manual,suv,13,2755,2018
2238,bmw,x1,petrol,automatic,suv,13,1995,2022
2239,kia,seltos,diesel,manual,suv,15,1497,2016
2240,toyota,fortuner,diesel,manual,suv,10,2755,2021
2241,toyota,glanza,petrol,automatic,hatchback,21,1197,2018
2242,honda,city,petrol,manual,sedan,20,1498,2022
2243,toyota,glanza,petrol,automatic,hatchback,20,1197,2024
2244,hyundai,i20,petrol,manual,hatchback,20,1197,2022
2245,kia,seltos,diesel,automatic,suv,16,1497,2020
2246,honda,city,petrol,automatic,sedan,19,1498,2022
2247,kia,seltos,petrol,manual,suv,16,1497,2023
2248,honda,amaze,diesel,automatic,sedan,21,1199,2023
2249,hyundai,creta,diesel,manual,suv,19,1497,2019
2250,bmw,3 series,diesel,automatic,sedan,14,1998,2019
2251,maruti,alto,petrol,manual,hatchback,25,796,2024
2252,toyota,fortuner,diesel,manual,suv,13,2755,2017
2253,bmw,x1,diesel,automatic,suv,13,1995,2022
2254,toyota,glanza,petrol,manual,hatchback,23,1197,2020
2255,hyundai,i20,petrol,manual,hatchback,19,1197,2019
2256,hyundai,i20,petrol,manual,hatchback,19,1197,2023
2257,hyundai,creta,diesel,automatic,suv,17,1497,2024
2258,toyota,innova,diesel,automatic,suv,14,2393,2020
2259,kia,ev6,electric,automatic,suv,0,0,2019
2260,bmw,3 series,petrol,automatic,sedan,14,1998,2023
2261,hyundai,creta,diesel,automatic,suv,19,1497,2018
2262,kia,seltos,petrol,automatic,suv,15,1497,2021
2263,kia,ev6,electric,automatic,suv,0,0,2020
2264,toyota,glanza,petrol,automatic,hatchback,23,1197,2023
2265,toyota,glanza,petrol,manual,hatchback,20,1197,2023
2266,toyota,innova,diesel,manual,suv,12,2393,2020
2267,maruti,alto,petrol,manual,hatchback,26,796,2020
2268,hyundai,creta,diesel,automatic,suv,17,1497,2017
2269,toyota,innova,diesel,manual,suv,14,2393,2021
2270,maruti,swift,petrol,manual,hatchback,24,1197,2023
2271,hyundai,creta,diesel,manual,suv,17,1497,2019
2272,honda,city,petrol,manual,sedan,20,1498,2024
2273,hyundai,creta,petrol,automatic,suv,17,1497,2022
2274,honda,city,petrol,automatic,sedan,18,1498,2023
2275,toyota,glanza,petrol,automatic,hatchback,24,1197,2021
2276,toyota,fortuner,diesel,manual,suv,11,2755,2023
2277,hyundai,i20,petrol,manual,hatchback,19,1197,2021
2278,hyundai,verna,petrol,manual,sedan,21,1497,2023
2279,bmw,3 series,diesel,automatic,sedan,15,1998,2018
2280,honda,amaze,petrol,automatic,sedan,21,1199,2021
2281,bmw,x1,diesel,automatic,suv,14,1995,2019
2282,hyundai,verna,petrol,automatic,sedan,17,1497,2017
2283,toyota,fortuner,diesel,automatic,suv,12,2755,2019
2284,hyundai,creta,petrol,automatic,suv,19,1497,2019
2285,maruti,alto,petrol,manual,hatchback,23,796,2022
2286,bmw,x1,petrol,automatic,suv,16,1995,2021
2287,toyota,fortuner,diesel,automatic,suv,13,2755,2018
2288,bmw,x1,petrol,automatic,suv,16,1995,2022
2289,toyota,glanza,petrol,automatic,hatchback,24,1197,2019
2290,maruti,swift,petrol,manual,hatchback,22,1197,2022
2291,honda,amaze,diesel,manual,sedan,18,1199,2023
2292,hyundai,verna,petrol,automatic,sedan,21,1497,2021
2293,kia,ev6,electric,automatic,suv,0,0,2016
2294,kia,ev6,electric,automatic,suv,0,0,2023
2295,toyota,innova,diesel,automatic,suv,13,2393,2016
2296,toyota,innova,diesel,automatic,suv,14,2393,2017
2297,toyota,innova,diesel,automatic,suv,16,2393,2020
2298,kia,ev6,electric,automatic,suv,0,0,2023
2299,kia,ev6,electric,automatic,suv,0,0,2020
2300,honda,amaze,diesel,manual,sedan,20,1199,2020
2301,bmw,x1,petrol,automatic,suv,13,1995,2019
2302,honda,amaze,petrol,automatic,sedan,22,1199,2018
2303,bmw,x1,diesel,automatic,suv,12,1995,2018
2304,kia,seltos,petrol,automatic,suv,18,1497,2019
2305,toyota,glanza,petrol,automatic,hatchback,22,1197,2020
2306,toyota,innova,diesel,automatic,suv,16,2393,2019
2307,honda,city,petrol,manual,sedan,19,1498,2017
2308,toyota,innova,diesel,automatic,suv,12,2393,2024
2309,kia,seltos,petrol,automatic,suv,15,1497,2018
2310,kia,ev6,electric,automatic,suv,0,0,2019
2311,kia,ev6,electric,automatic,suv,1,0,2016
2312,honda,amaze,diesel,manual,sedan,21,1199,2017
2313,toyota,fortuner,diesel,automatic,suv,13,2755,2024
2314,toyota,glanza,petrol,automatic,hatchback,23,1197,2023
2315,honda,amaze,petrol,manual,sedan,19,1199,2018
2316,maruti,alto,petrol,manual,hatchback,26,796,2022
2317,toyota,glanza,petrol,automatic,hatchback,20,1197,2021
2318,maruti,alto,petrol,manual,hatchback,24,796,2017
2319,honda,amaze,diesel,automatic,sedan,20,1199,2016
2320,hyundai,verna,petrol,manual,sedan,17,1497,2024
2321,kia,seltos,petrol,manual,suv,19,1497,2024
2322,hyundai,creta,diesel,automatic,suv,16,1497,2020
2323,hyundai,creta,diesel,automatic,suv,15,1497,2020
2324,toyota,innova,diesel,automatic,suv,16,2393,2019
2325,honda,city,petrol,manual,sedan,20,1498,2019
2326,honda,amaze,petrol,manual,sedan,19,1199,2016
2327,toyota,fortuner,diesel,automatic,suv,13,2755,2018
2328,toyota,fortuner,diesel,manual,suv,10,2755,2022
2329,toyota,glanza,petrol,manual,hatchback,24,1197,2020
2330,toyota,innova,diesel,automatic,suv,14,2393,2021
2331,hyundai,i20,petrol,automatic,hatchback,19,1197,2018
2332,honda,city,petrol,automatic,sedan,19,1498,2024
2333,hyundai,verna,petrol,manual,sedan,20,1497,2021
2334,kia,ev6,electric,automatic,suv,2,0,2024
2335,toyota,fortuner,diesel,automatic,suv,13,2755,2018
2336,honda,city,petrol,automatic,sedan,17,1498,2017
2337,toyota,fortuner,diesel,automatic,suv,13,2755,2021
2338,kia,seltos,diesel,manual,suv,19,1497,2021
2339,honda,city,petrol,manual,sedan,17,1498,2024
2340,hyundai,verna,petrol,automatic,sedan,17,1497,2017
2341,honda,city,petrol,automatic,sedan,20,1498,2021
2342,kia,seltos,petrol,manual,suv,15,1497,2016
2343,toyota,fortuner,diesel,manual,suv,12,2755,2021
2344,bmw,3 series,diesel,automatic,sedan,12,1998,2018
2345,bmw,x1,petrol,automatic,suv,13,1995,2017
2346,kia,ev6,electric,automatic,suv,1,0,2019
2347,maruti,swift,petrol,manual,hatchback,24,1197,2024
2348,maruti,alto,petrol,manual,hatchback,25,796,2020
2349,toyota,innova,diesel,manual,suv,14,2393,2016
2350,honda,amaze,diesel,automatic,sedan,21,1199,2019
2351,hyundai,verna,petrol,manual,sedan,17,1497,2016
2352,hyundai,creta,petrol,automatic,suv,18,1497,2023
2353,bmw,3 series,diesel,automatic,sedan,15,1998,2016
2354,toyota,innova,diesel,automatic,suv,16,2393,2019
2355,kia,seltos,petrol,manual,suv,19,1497,2018
2356,hyundai,verna,petrol,manual,sedan,19,1497,2021
2357,hyundai,creta,diesel,manual,suv,19,1497,2019
2358,bmw,3 series,petrol,automatic,sedan,14,1998,2018
2359,bmw,x1,diesel,automatic,suv,13,1995,2016
2360,hyundai,i20,petrol,automatic,hatchback,19,1197,2023
2361,toyota,fortuner,diesel,automatic,suv,13,2755,2018
2362,toyota,fortuner,diesel,manual,suv,13,2755,2024
2363,maruti,swift,petrol,automatic,hatchback,21,1197,2022
2364,kia,ev6,electric,automatic,suv,0,0,2016
2365,kia,seltos,diesel,manual,suv,18,1497,2023
2366,maruti,swift,petrol,automatic,hatchback,21,1197,2021
2367,kia,seltos,petrol,manual,suv,18,1497,2017
2368,toyota,innova,diesel,manual,suv,15,2393,2024
2369,kia,ev6,electric,automatic,suv,2,0,2018
2370,toyota,innova,diesel,manual,suv,12,2393,2021
2371,kia,seltos,petrol,manual,suv,19,1497,2016
2372,bmw,x1,diesel,automatic,suv,13,1995,2024
2373,toyota,glanza,petrol,automatic,hatchback,22,1197,2020
2374,honda,amaze,petrol,automatic,sedan,21,1199,2023
2375,bmw,3 series,diesel,automatic,sedan,15,1998,2016
2376,toyota,fortuner,diesel,automatic,suv,10,2755,2018
2377,maruti,swift,petrol,automatic,hatchback,24,1197,2019
2378,maruti,alto,petrol,manual,hatchback,22,796,2024
2379,kia,seltos,diesel,automatic,suv,19,1497,2019
2380,maruti,alto,petrol,manual,hatchback,23,796,2016
2381,kia,ev6,electric,automatic,suv,2,0,2017
2382,maruti,swift,petrol,manual,hatchback,22,1197,2016
2383,hyundai,creta,diesel,manual,suv,19,1497,2020
2384,bmw,3 series,petrol,automatic,sedan,12,1998,2022
2385,hyundai,verna,petrol,manual,sedan,20,1497,2024
2386,hyundai,i20,petrol,manual,hatchback,20,1197,2021
2387,kia,seltos,diesel,automatic,suv,19,1497,2016
2388,hyundai,creta,petrol,automatic,suv,15,1497,2016
2389,maruti,swift,petrol,automatic,hatchback,24,1197,2020
