Car_ID,Brand,Model,Fuel_Type,Transmission,Body_Type,Mileage,Engine_CC,Year
1352,Honda,City,Petrol,Automatic,Sedan,17,1498,2023
1353,Toyota,Glanza,Petrol,Manual,Hatchback,21,1197,2016
1354,Honda,Amaze,Petrol,Manual,Sedan,18,1199,2017
1355,Toyota,Innova,Diesel,Manual,SUV,14,2393,2017
1356,Hyundai,Creta,Diesel,Manual,SUV,17,1497,2023
1357,Honda,Amaze,Petrol,Manual,Sedan,22,1199,2016
1358,Hyundai,i20,Petrol,Automatic,Hatchback,20,1197,2021
1359,Toyota,Innova,Diesel,Manual,SUV,14,2393,2022
1360,Hyundai,i20,Petrol,Manual,Hatchback,21,1197,2020
1361,BMW,X1,Petrol,Automatic,SUV,15,1995,2017
1362,Hyundai,Verna,Petrol,Automatic,Sedan,21,1497,2016
1363,BMW,X1,Petrol,Automatic,SUV,15,1995,2019
1364,Toyota,Fortuner,Diesel,Manual,SUV,12,2755,2016
1365,Kia,Seltos,Petrol,Manual,SUV,16,1497,2016
1366,Honda,City,Petrol,Manual,Sedan,16,1498,2023
1367,Kia,Seltos,Petrol,Automatic,SUV,15,1497,2016
1368,Hyundai,Verna,Petrol,Manual,Sedan,21,1497,2021
1369,Hyundai,Creta,Diesel,Manual,SUV,16,1497,2024
1370,Maruti,Swift,Petrol,Automatic,Hatchback,21,1197,2023
1371,Toyota,Glanza,Petrol,Automatic,Hatchback,21,1197,2021
1372,Maruti,Swift,Petrol,Automatic,Hatchback,21,1197,2024
1373,Honda,City,Petrol,Manual,Sedan,19,1498,2020
1374,Maruti,Swift,Petrol,Manual,Hatchback,25,1197,2020
1375,Kia,Seltos,Petrol,Automatic,SUV,16,1497,2017
1376,Hyundai,Verna,Petrol,Manual,Sedan,19,1497,2023
1377,Kia,EV6,Electric,Automatic,SUV,2,0,2024
1378,Maruti,Alto,Petrol,Manual,Hatchback,26,796,2022
1379,Hyundai,Verna,Petrol,Automatic,Sedan,17,1497,2020
1380,BMW,3 Series,Diesel,Automatic,Sedan,14,1998,2016
1381,Honda,Amaze,Diesel,Manual,Sedan,18,1199,2018
1382,Toyota,Innova,Diesel,Manual,SUV,15,2393,2018
1383,Toyota,Innova,Diesel,Automatic,SUV,15,2393,2023
1384,Kia,EV6,Electric,Automatic,SUV,0,0,2019
1385,Toyota,Glanza,Petrol,Manual,Hatchback,24,1197,2023
1386,Honda,Amaze,Diesel,Automatic,Sedan,21,1199,2022
1387,Hyundai,Creta,Petrol,Automatic,SUV,16,1497,2019
1388,Hyundai,Creta,Diesel,Automatic,SUV,17,1497,2017
1389,Hyundai,i20,Petrol,Automatic,Hatchback,19,1197,2019
1390,Toyota,Glanza,Petrol,Manual,Hatchback,21,1197,2024
1391,Maruti,Swift,Petrol,Automatic,Hatchback,21,1197,2023
1392,Toyota,Innova,Diesel,Manual,SUV,16,2393,2018
1393,BMW,3 Series,Diesel,Automatic,Sedan,13,1998,2018
1394,Toyota,Innova,Diesel,Manual,SUV,16,2393,2022
1395,Toyota,Innova,Diesel,Automatic,SUV,12,2393,2017
1396,Kia,Seltos,Diesel,Automatic,SUV,19,1497,2020
1397,BMW,3 Series,Diesel,Automatic,Sedan,12,1998,2023
1398,Kia,EV6,Electric,Automatic,SUV,1,0,2020
1399,BMW,3 Series,Diesel,Automatic,Sedan,15,1998,2023
1400,Honda,City,Petrol,Manual,Sedan,19,1498,2020
1401,Toyota,Innova,Diesel,Automatic,SUV,14,2393,2016
1402,Toyota,Fortuner,Diesel,Manual,SUV,13,2755,2017
1403,Honda,City,Petrol,Automatic,Sedan,16,1498,2017
1404,Toyota,Fortuner,Diesel,Automatic,SUV,14,2755,2021
1405,Hyundai,Creta,Petrol,Manual,SUV,19,1497,2017
1406,Toyota,Glanza,Petrol,Automatic,Hatchback,21,1197,2024
1407,Maruti,Swift,Petrol,Automatic,Hatchback,23,1197,2024
1408,Honda,City,Petrol,Automatic,Sedan,20,1498,2018
1409,Toyota,Innova,Diesel,Automatic,SUV,13,2393,2022
1410,Hyundai,Verna,Petrol,Automatic,Sedan,19,1497,2016
1411,Kia,Seltos,Diesel,Manual,SUV,18,1497,2021
1412,Maruti,Swift,Petrol,Manual,Hatchback,24,1197,2019
1413,Hyundai,Verna,Petrol,Automatic,Sedan,18,1497,2019
1414,Honda,City,Petrol,Automatic,Sedan,17,1498,2020
1415,Kia,EV6,Electric,Automatic,SUV,0,0,2019
1416,BMW,X1,Diesel,Automatic,SUV,14,1995,2017
1417,BMW,X1,Petrol,Automatic,SUV,16,1995,2018
1418,Maruti,Alto,Petrol,Manual,Hatchback,22,796,2024
1419,Honda,Amaze,Diesel,Manual,Sedan,21,1199,2020
1420,BMW,3 Series,Diesel,Automatic,Sedan,14,1998,2022
1421,BMW,3 Series,Diesel,Automatic,Sedan,13,1998,2018
1422,Kia,EV6,Electric,Automatic,SUV,0,0,2016
1423,Maruti,Alto,Petrol,Manual,Hatchback,23,796,2024
1424,Hyundai,i20,Petrol,Automatic,Hatchback,20,1197,2021
1425,Kia,Seltos,Petrol,Automatic,SUV,16,1497,2020
1426,Kia,EV6,Electric,Automatic,SUV,1,0,2018
1427,Hyundai,Verna,Petrol,Manual,Sedan,21,1497,2024
1428,BMW,X1,Diesel,Automatic,SUV,15,1995,2021
1429,Honda,Amaze,Petrol,Automatic,Sedan,22,1199,2022
1430,Maruti,Alto,Petrol,Manual,Hatchback,23,796,2024
1431,Honda,City,Petrol,Automatic,Sedan,16,1498,2024
1432,BMW,3 Series,Diesel,Automatic,Sedan,13,1998,2016
1433,Hyundai,Verna,Petrol,Automatic,Sedan,17,1497,2024
1434,BMW,3 Series,Diesel,Automatic,Sedan,11,1998,2017
1435,Maruti,Alto,Petrol,Manual,Hatchback,24,796,2021
1436,Toyota,Innova,Diesel,Manual,SUV,16,2393,2018
1437,Maruti,Alto,Petrol,Manual,Hatchback,23,796,2023
1438,Honda,Amaze,Diesel,Automatic,Sedan,22,1199,2021
1439,Toyota,Glanza,Petrol,Automatic,Hatchback,20,1197,2023
1440,Toyota,Innova,Diesel,Manual,SUV,12,2393,2022
1441,BMW,3 Series,Diesel,Automatic,Sedan,13,1998,2017
1442,Maruti,Alto,Petrol,Manual,Hatchback,25,796,2018
1443,Kia,Seltos,Diesel,Manual,SUV,16,1497,2018
1444,Hyundai,i20,Petrol,Manual,Hatchback,20,1197,2016
1445,Toyota,Glanza,Petrol,Automatic,Hatchback,21,1197,2016
1446,BMW,3 Series,Diesel,Automatic,Sedan,15,1998,2020
1447,Hyundai,Verna,Petrol,Manual,Sedan,21,1497,2024
1448,Hyundai,Creta,Petrol,Automatic,SUV,15,1497,2018
1449,Hyundai,Verna,Petrol,Manual,Sedan,21,1497,2018
1450,Toyota,Fortuner,Diesel,Automatic,SUV,11,2755,2022
1451,Hyundai,Verna,Petrol,Automatic,Sedan,18,1497,2016
1452,BMW,X1,Diesel,Automatic,SUV,15,1995,2018
1453,Kia,EV6,Electric,Automatic,SUV,0,0,2019
1454,BMW,3 Series,Petrol,Automatic,Sedan,13,1998,2019
1455,Hyundai,i20,Petrol,Automatic,Hatchback,20,1197,2019
1456,Kia,EV6,Electric,Automatic,SUV,1,0,2022
1457,Toyota,Fortuner,Diesel,Automatic,SUV,10,2755,2019
1458,Kia,EV6,Electric,Automatic,SUV,0,0,2021
1459,Kia,Seltos,Petrol,Manual,SUV,17,1497,2017
1460,Toyota,Glanza,Petrol,Manual,Hatchback,24,1197,2016
1461,Honda,City,Petrol,Manual,Sedan,19,1498,2022
1462,Kia,Seltos,Diesel,Manual,SUV,19,1497,2016
1463,Maruti,Swift,Petrol,Automatic,Hatchback,22,1197,2020
1464,Maruti,Alto,Petrol,Manual,Hatchback,22,796,2016
1465,Toyota,Glanza,Petrol,Automatic,Hatchback,20,1197,2021
1466,Maruti,Swift,Petrol,Manual,Hatchback,25,1197,2019
1467,Maruti,Swift,Petrol,Manual,Hatchback,24,1197,2020
1468,BMW,3 Series,Petrol,Automatic,Sedan,13,1998,2020
1469,Honda,Amaze,Diesel,Manual,Sedan,19,1199,2020
1470,BMW,3 Series,Petrol,Automatic,Sedan,13,1998,2023
1471,Hyundai,i20,Petrol,Manual,Hatchback,22,1197,2020
1472,Maruti,Alto,Petrol,Manual,Hatchback,23,796,2024
1473,Hyundai,Verna,Petrol,Automatic,Sedan,21,1497,2016
1474,Toyota,Innova,Diesel,Manual,SUV,13,2393,2024
1475,Maruti,Alto,Petrol,Manual,Hatchback,24,796,2024
1476,Hyundai,i20,Petrol,Automatic,Hatchback,20,1197,2024
1477,BMW,3 Series,Petrol,Automatic,Sedan,13,1998,2019
1478,Toyota,Glanza,Petrol,Manual,Hatchback,22,1197,2019
1479,BMW,X1,Diesel,Automatic,SUV,16,1995,2021
1480,Kia,Seltos,Diesel,Automatic,SUV,16,1497,2021
1481,Toyota,Fortuner,Diesel,Manual,SUV,11,2755,2018
1482,Hyundai,Verna,Petrol,Manual,Sedan,19,1497,2022
1483,Maruti,Alto,Petrol,Manual,Hatchback,25,796,2018
1484,Kia,EV6,Electric,Automatic,SUV,2,0,2020
1485,Toyota,Glanza,Petrol,Automatic,Hatchback,21,1197,2019
1486,Kia,EV6,Electric,Automatic,SUV,1,0,2019
1487,Maruti,Swift,Petrol,Automatic,Hatchback,21,1197,2022
1488,Honda,City,Petrol,Automatic,Sedan,18,1498,2016
1489,Kia,EV6,Electric,Automatic,SUV,0,0,2020
1490,Maruti,Swift,Petrol,Automatic,Hatchback,22,1197,2016
1491,Maruti,Swift,Petrol,Manual,Hatchback,23,1197,2021
1492,BMW,3 Series,Petrol,Automatic,Sedan,13,1998,2024
1493,Maruti,Alto,Petrol,Manual,Hatchback,25,796,2018
1494,Hyundai,Verna,Petrol,Automatic,Sedan,18,1497,2024
1495,Kia,EV6,Electric,Automatic,SUV,0,0,2023
1496,Toyota,Fortuner,Diesel,Manual,SUV,14,2755,2019
1497,Maruti,Swift,Petrol,Manual,Hatchback,24,1197,2020
1498,Maruti,Alto,Petrol,Manual,Hatchback,24,796,2017
1499,Kia,Seltos,Diesel,Automatic,SUV,15,1497,2022
1500,Hyundai,Verna,Petrol,Automatic,Sedan,20,1497,2022
1501,Kia,Seltos,Diesel,Automatic,SUV,18,1497,2017
1502,BMW,X1,Diesel,Automatic,SUV,15,1995,2016
1503,BMW,X1,Diesel,Automatic,SUV,16,1995,2023
1504,Maruti,Swift,Petrol,Automatic,Hatchback,23,1197,2024
1505,Kia,Seltos,Petrol,Manual,SUV,19,1497,2024
1506,Toyota,Innova,Diesel,Automatic,SUV,16,2393,2019
1507,Honda,Amaze,Diesel,Automatic,Sedan,22,1199,2018
1508,Toyota,Innova,Diesel,Automatic,SUV,13,2393,2021
1509,Kia,Seltos,Diesel,Automatic,SUV,17,1497,2018
1510,BMW,X1,Diesel,Automatic,SUV,12,1995,2019
1511,BMW,3 Series,Petrol,Automatic,Sedan,12,1998,2018
1512,Toyota,Fortuner,Diesel,Automatic,SUV,14,2755,2019
1513,Toyota,Innova,Diesel,Manual,SUV,16,2393,2016
1514,Toyota,Innova,Diesel,Manual,SUV,13,2393,2024
1515,Honda,City,Petrol,Manual,Sedan,19,1498,2018
1516,Honda,City,Petrol,Automatic,Sedan,17,1498,2021
1517,Hyundai,Creta,Diesel,Automatic,SUV,18,1497,2024
1518,Maruti,Alto,Petrol,Manual,Hatchback,24,796,2020
1519,Maruti,Alto,Petrol,Manual,Hatchback,23,796,2019
1520,Hyundai,Verna,Petrol,Manual,Sedan,19,1497,2017
1521,Kia,EV6,Electric,Automatic,SUV,0,0,2023
1522,BMW,X1,Diesel,Automatic,SUV,14,1995,2023
1523,Kia,Seltos,Petrol,Manual,SUV,16,1497,2021
1524,Maruti,Swift,Petrol,Manual,Hatchback,21,1197,2021
1525,Kia,Seltos,Petrol,Manual,SUV,16,1497,2021
1526,Maruti,Alto,Petrol,Manual,Hatchback,22,796,2016
1527,Maruti,Alto,Petrol,Manual,Hatchback,22,796,2016
1528,Kia,EV6,Electric,Automatic,SUV,0,0,2016
1529,Toyota,Innova,Diesel,Manual,SUV,16,2393,2017
1530,BMW,X1,Diesel,Automatic,SUV,14,1995,2024
1531,BMW,X1,Petrol,Automatic,SUV,14,1995,2016
1532,Honda,City,Petrol,Manual,Sedan,16,1498,2018
1533,Toyota,Innova,Diesel,Manual,SUV,14,2393,2016
1534,Maruti,Swift,Petrol,Automatic,Hatchback,21,1197,2024
1535,Hyundai,Creta,Petrol,Manual,SUV,16,1497,2020
1536,BMW,X1,Diesel,Automatic,SUV,16,1995,2017
1537,Hyundai,Verna,Petrol,Automatic,Sedan,20,1497,2018
1538,Maruti,Alto,Petrol,Manual,Hatchback,25,796,2022
1539,BMW,X1,Petrol,Automatic,SUV,12,1995,2022
1540,BMW,3 Series,Petrol,Automatic,Sedan,15,1998,2023
1541,Hyundai,i20,Petrol,Manual,Hatchback,23,1197,2017
1542,Honda,Amaze,Diesel,Automatic,Sedan,22,1199,2024
1543,Maruti,Swift,Petrol,Automatic,Hatchback,25,1197,2019
1544,Honda,City,Petrol,Manual,Sedan,20,1498,2016
1545,BMW,3 Series,Petrol,Automatic,Sedan,12,1998,2024
1546,Hyundai,i20,Petrol,Manual,Hatchback,21,1197,2016
1547,Maruti,Alto,Petrol,Manual,Hatchback,25,796,2017
1548,Hyundai,Verna,Petrol,Automatic,Sedan,21,1497,2017
1549,BMW,X1,Diesel,Automatic,SUV,12,1995,2019
1550,Hyundai,Creta,Diesel,Automatic,SUV,16,1497,2022
1551,Hyundai,i20,Petrol,Automatic,Hatchback,23,1197,2019
1552,Honda,Amaze,Petrol,Automatic,Sedan,18,1199,2018
1553,Honda,Amaze,Diesel,Automatic,Sedan,19,1199,2017
1554,Maruti,Swift,Petrol,Manual,Hatchback,24,1197,2017
1555,Maruti,Alto,Petrol,Manual,Hatchback,25,796,2023
1556,Toyota,Glanza,Petrol,Automatic,Hatchback,24,1197,2023
1557,Maruti,Swift,Petrol,Automatic,Hatchback,23,1197,2020
1558,Toyota,Fortuner,Diesel,Automatic,SUV,14,2755,2019
1559,Hyundai,Verna,Petrol,Automatic,Sedan,17,1497,2018
1560,Hyundai,i20,Petrol,Manual,Hatchback,21,1197,2022
1561,BMW,X1,Diesel,Automatic,SUV,16,1995,2021
1562,BMW,3 Series,Diesel,Automatic,Sedan,14,1998,2019
1563,Honda,City,Petrol,Automatic,Sedan,17,1498,2022
1564,Hyundai,i20,Petrol,Automatic,Hatchback,23,1197,2021
1565,Toyota,Innova,Diesel,Manual,SUV,15,2393,2020
1566,Hyundai,Creta,Diesel,Automatic,SUV,18,1497,2021
1567,Toyota,Glanza,Petrol,Manual,Hatchback,20,1197,2022
1568,Hyundai,Creta,Diesel,Manual,SUV,18,1497,2021
1569,Kia,EV6,Electric,Automatic,SUV,2,0,2022
1570,BMW,3 Series,Diesel,Automatic,Sedan,14,1998,2018
1571,Toyota,Fortuner,Diesel,Automatic,SUV,13,2755,2023
1572,Kia,Seltos,Petrol,Manual,SUV,19,1497,2024
1573,Kia,Seltos,Diesel,Manual,SUV,17,1497,2024
1574,Toyota,Fortuner,Diesel,Manual,SUV,11,2755,2018
1575,Maruti,Swift,Petrol,Automatic,Hatchback,24,1197,2017
1576,Honda,City,Petrol,Manual,Sedan,17,1498,2024
1577,BMW,3 Series,Petrol,Automatic,Sedan,12,1998,2016
1578,Maruti,Alto,Petrol,Manual,Hatchback,25,796,2020
1579,Hyundai,i20,Petrol,Automatic,Hatchback,22,1197,2018
1580,Hyundai,Verna,Petrol,Manual,Sedan,18,1497,2024
1581,BMW,3 Series,Diesel,Automatic,Sedan,13,1998,2024
1582,Honda,Amaze,Diesel,Manual,Sedan,22,1199,2024
1583,Honda,Amaze,Petrol,Automatic,Sedan,21,1199,2017
1584,Honda,Amaze,Diesel,Automatic,Sedan,19,1199,2021
1585,Honda,City,Petrol,Automatic,Sedan,16,1498,2020
1586,Toyota,Innova,Diesel,Automatic,SUV,16,2393,2016
1587,Kia,EV6,Electric,Automatic,SUV,0,0,2021
1588,Hyundai,i20,Petrol,Automatic,Hatchback,21,1197,2023
1589,Kia,EV6,Electric,Automatic,SUV,2,0,2020
1590,Kia,Seltos,Diesel,Automatic,SUV,15,1497,2017
1591,Kia,EV6,Electric,Automatic,SUV,0,0,2020
1592,Kia,Seltos,Diesel,Manual,SUV,18,1497,2024
1593,Honda,Amaze,Petrol,Manual,Sedan,19,1199,2017
1594,Hyundai,i20,Petrol,Automatic,Hatchback,21,1197,2019
1595,Hyundai,i20,Petrol,Automatic,Hatchback,22,1197,2024
1596,Toyota,Fortuner,Diesel,Automatic,SUV,11,2755,2019
1597,Honda,Amaze,Diesel,Manual,Sedan,19,1199,2021
1598,Kia,EV6,Electric,Automatic,SUV,0,0,2021
1599,Hyundai,i20,Petrol,Automatic,Hatchback,22,1197,2018
1600,BMW,X1,Diesel,Automatic,SUV,13,1995,2018
1601,BMW,X1,Diesel,Automatic,SUV,15,1995,2019
1602,Maruti,Alto,Petrol,Manual,Hatchback,23,796,2016
1603,BMW,3 Series,Diesel,Automatic,Sedan,11,1998,2019
1604,Toyota,Fortuner,Diesel,Automatic,SUV,13,2755,2018
1605,Hyundai,i20,Petrol,Automatic,Hatchback,21,1197,2021
1606,Toyota,Glanza,Petrol,Automatic,Hatchback,20,1197,2022
1607,Hyundai,i20,Petrol,Automatic,Hatchback,21,1197,2019
1608,Toyota,Fortuner,Diesel,Automatic,SUV,11,2755,2023
1609,Hyundai,i20,Petrol,Manual,Hatchback,20,1197,2024
1610,Honda,Amaze,Petrol,Manual,Sedan,18,1199,2020
1611,Toyota,Glanza,Petrol,Manual,Hatchback,21,1197,2023
1612,BMW,3 Series,Petrol,Automatic,Sedan,11,1998,2023
1613,Toyota,Glanza,Petrol,Manual,Hatchback,20,1197,2018
1614,Kia,Seltos,Diesel,Manual,SUV,15,1497,2018
1615,BMW,3 Series,Diesel,Automatic,Sedan,13,1998,2019
1616,Maruti,Alto,Petrol,Manual,Hatchback,24,796,2019
1617,Kia,EV6,Electric,Automatic,SUV,0,0,2016
1618,Honda,Amaze,Diesel,Automatic,Sedan,20,1199,2017
1619,Hyundai,Creta,Diesel,Manual,SUV,17,1497,2021
1620,Hyundai,Creta,Petrol,Manual,SUV,15,1497,2024
1621,Hyundai,i20,Petrol,Automatic,Hatchback,23,1197,2017
1622,Honda,Amaze,Petrol,Manual,Sedan,19,1199,2018
1623,Toyota,Innova,Diesel,Manual,SUV,13,2393,2017
1624,BMW,X1,Petrol,Automatic,SUV,14,1995,2021
1625,Hyundai,Verna,Petrol,Automatic,Sedan,17,1497,2017
1626,Toyota,Innova,Diesel,Automatic,SUV,15,2393,2016
1627,Honda,City,Petrol,Manual,Sedan,16,1498,2022
1628,Toyota,Fortuner,Diesel,Manual,SUV,10,2755,2016
1629,Hyundai,Creta,Petrol,Automatic,SUV,15,1497,2019
1630,Hyundai,i20,Petrol,Manual,Hatchback,19,1197,2017
1631,Hyundai,Creta,Petrol,Manual,SUV,16,1497,2018
1632,Toyota,Innova,Diesel,Manual,SUV,13,2393,2019
1633,Toyota,Innova,Diesel,Automatic,SUV,16,2393,2016
1634,Honda,City,Petrol,Manual,Sedan,16,1498,2018
1635,Kia,EV6,Electric,Automatic,SUV,2,0,2023
1636,Toyota,Glanza,Petrol,Automatic,Hatchback,22,1197,2022
1637,Maruti,Alto,Petrol,Manual,Hatchback,22,796,2018
1638,BMW,X1,Diesel,Automatic,SUV,15,1995,2018
1639,Kia,EV6,Electric,Automatic,SUV,1,0,2017
1640,Honda,Amaze,Diesel,Manual,Sedan,19,1199,2017
1641,BMW,3 Series,Petrol,Automatic,Sedan,11,1998,2023
1642,Hyundai,i20,Petrol,Manual,Hatchback,21,1197,2016
1643,Maruti,Alto,Petrol,Manual,Hatchback,24,796,2022
1644,Honda,Amaze,Petrol,Manual,Sedan,18,1199,2019
1645,Toyota,Fortuner,Diesel,Manual,SUV,10,2755,2019
1646,Toyota,Glanza,Petrol,Automatic,Hatchback,23,1197,2023
1647,Hyundai,Creta,Diesel,Manual,SUV,17,1497,2020
1648,Honda,Amaze,Diesel,Automatic,Sedan,20,1199,2024
1649,Kia,Seltos,Petrol,Automatic,SUV,18,1497,2020
1650,Honda,City,Petrol,Automatic,Sedan,19,1498,2020
1651,Toyota,Innova,Diesel,Automatic,SUV,16,2393,2020
1652,BMW,3 Series,Petrol,Automatic,Sedan,15,1998,2021
1653,Kia,Seltos,Diesel,Manual,SUV,15,1497,2022
1654,Maruti,Swift,Petrol,Manual,Hatchback,21,1197,2021
1655,Hyundai,Verna,Petrol,Manual,Sedan,17,1497,2024
1656,Kia,EV6,Electric,Automatic,SUV,1,0,2020
1657,Maruti,Swift,Petrol,Automatic,Hatchback,23,1197,2020
1658,Hyundai,i20,Petrol,Automatic,Hatchback,22,1197,2017
1659,Maruti,Alto,Petrol,Manual,Hatchback,26,796,2021
1660,BMW,3 Series,Petrol,Automatic,Sedan,12,1998,2023
1661,Maruti,Swift,Petrol,Manual,Hatchback,22,1197,2022
1662,Kia,Seltos,Diesel,Automatic,SUV,15,1497,2018
1663,Toyota,Fortuner,Diesel,Manual,SUV,14,2755,2019
1664,Kia,EV6,Electric,Automatic,SUV,0,0,2016
1665,Honda,Amaze,Diesel,Manual,Sedan,21,1199,2016
1666,Honda,City,Petrol,Manual,Sedan,17,1498,2021
1667,Toyota,Innova,Diesel,Manual,SUV,15,2393,2024
1668,Honda,City,Petrol,Manual,Sedan,19,1498,2020
1669,Hyundai,Creta,Petrol,Manual,SUV,15,1497,2018
1670,Toyota,Glanza,Petrol,Automatic,Hatchback,20,1197,2020
1671,Hyundai,Creta,Diesel,Manual,SUV,15,1497,2023
1672,Toyota,Fortuner,Diesel,Automatic,SUV,14,2755,2022
1673,Toyota,Fortuner,Diesel,Manual,SUV,12,2755,2022
1674,BMW,3 Series,Petrol,Automatic,Sedan,12,1998,2017
1675,Maruti,Alto,Petrol,Manual,Hatchback,22,796,2018
1676,Toyota,Fortuner,Diesel,Manual,SUV,14,2755,2017
1677,Kia,Seltos,Diesel,Manual,SUV,19,1497,2022
1678,Kia,Seltos,Petrol,Automatic,SUV,18,1497,2021
1679,Hyundai,i20,Petrol,Automatic,Hatchback,19,1197,2018
1680,BMW,3 Series,Petrol,Automatic,Sedan,14,1998,2018
1681,BMW,3 Series,Petrol,Automatic,Sedan,14,1998,2022
1682,Honda,Amaze,Diesel,Manual,Sedan,19,1199,2016
1683,Maruti,Alto,Petrol,Manual,Hatchback,26,796,2017
1684,Kia,Seltos,Diesel,Automatic,SUV,16,1497,2016
1685,Honda,City,Petrol,Manual,Sedan,17,1498,2023
1686,Hyundai,Verna,Petrol,Automatic,Sedan,21,1497,2018
1687,BMW,3 Series,Diesel,Automatic,Sedan,15,1998,2018
1688,BMW,X1,Petrol,Automatic,SUV,13,1995,2016
1689,Honda,Amaze,Petrol,Manual,Sedan,20,1199,2023
1690,BMW,X1,Diesel,Automatic,SUV,14,1995,2019
1691,Maruti,Alto,Petrol,Manual,Hatchback,24,796,2021
1692,Honda,City,Petrol,Automatic,Sedan,20,1498,2017
1693,Toyota,Glanza,Petrol,Automatic,Hatchback,20,1197,2022
1694,Hyundai,Creta,Diesel,Manual,SUV,19,1497,2017
1695,Hyundai,Verna,Petrol,Automatic,Sedan,21,1497,2023
1696,Kia,Seltos,Diesel,Automatic,SUV,18,1497,2019
1697,Maruti,Swift,Petrol,Automatic,Hatchback,21,1197,2017
1698,Honda,City,Petrol,Manual,Sedan,20,1498,2020
1699,Hyundai,Verna,Petrol,Automatic,Sedan,18,1497,2017
1700,Toyota,Glanza,Petrol,Automatic,Hatchback,21,1197,2022
1701,Hyundai,i20,Petrol,Manual,Hatchback,22,1197,2018
1702,Toyota,Innova,Diesel,Manual,SUV,15,2393,2016
1703,Maruti,Swift,Petrol,Manual,Hatchback,23,1197,2016
1704,Toyota,Glanza,Petrol,Automatic,Hatchback,21,1197,2018
1705,Toyota,Innova,Diesel,Automatic,SUV,13,2393,2021
1706,Hyundai,Creta,Petrol,Automatic,SUV,18,1497,2016
1707,Kia,Seltos,Petrol,Manual,SUV,19,1497,2024
1708,BMW,3 Series,Petrol,Automatic,Sedan,11,1998,2023
1709,Hyundai,i20,Petrol,Manual,Hatchback,21,1197,2024
1710,Honda,City,Petrol,Manual,Sedan,20,1498,2021
1711,Toyota,Innova,Diesel,Manual,SUV,13,2393,2016
1712,Hyundai,i20,Petrol,Manual,Hatchback,23,1197,2020
1713,Kia,Seltos,Diesel,Manual,SUV,17,1497,2017
1714,Kia,Seltos,Petrol,Automatic,SUV,15,1497,2022
1715,Hyundai,i20,Petrol,Automatic,Hatchback,22,1197,2019
1716,Hyundai,Verna,Petrol,Manual,Sedan,17,1497,2016
1717,Kia,EV6,Electric,Automatic,SUV,1,0,2021
1718,Maruti,Swift,Petrol,Automatic,Hatchback,24,1197,2020
1719,Toyota,Fortuner,Diesel,Manual,SUV,14,2755,2023
1720,Hyundai,Creta,Petrol,Automatic,SUV,17,1497,2019
1721,Honda,Amaze,Diesel,Automatic,Sedan,20,1199,2019
1722,Toyota,Innova,Diesel,Automatic,SUV,15,2393,2022
1723,Hyundai,i20,Petrol,Automatic,Hatchback,21,1197,2024
1724,Toyota,Fortuner,Diesel,Automatic,SUV,11,2755,2022
1725,Toyota,Glanza,Petrol,Automatic,Hatchback,22,1197,2021
1726,Hyundai,i20,Petrol,Automatic,Hatchback,19,1197,2023
1727,BMW,X1,Petrol,Automatic,SUV,14,1995,2024
1728,Maruti,Alto,Petrol,Manual,Hatchback,25,796,2021
1729,BMW,3 Series,Diesel,Automatic,Sedan,14,1998,2024
1730,Hyundai,Creta,Diesel,Manual,SUV,17,1497,2024
1731,Kia,Seltos,Petrol,Manual,SUV,19,1497,2024
1732,Hyundai,i20,Petrol,Automatic,Hatchback,23,1197,2016
1733,Toyota,Glanza,Petrol,Manual,Hatchback,20,1197,2024
1734,BMW,X1,Petrol,Automatic,SUV,15,1995,2022
1735,Kia,Seltos,Diesel,Automatic,SUV,15,1497,2022
1736,BMW,X1,Petrol,Automatic,SUV,15,1995,2023
1737,Toyota,Fortuner,Diesel,Automatic,SUV,13,2755,2022
1738,Honda,Amaze,Petrol,Manual,Sedan,21,1199,2020
1739,Kia,EV6,Electric,Automatic,SUV,0,0,2018
1740,Hyundai,Creta,Petrol,Automatic,SUV,16,1497,2019
1741,BMW,X1,Diesel,Automatic,SUV,13,1995,2019
1742,Toyota,Fortuner,Diesel,Manual,SUV,13,2755,2022
1743,Honda,Amaze,Diesel,Automatic,Sedan,20,1199,2018
1744,Toyota,Fortuner,Diesel,Automatic,SUV,10,2755,2024
1745,Hyundai,Verna,Petrol,Automatic,Sedan,17,1497,2020
1746,BMW,3 Series,Diesel,Automatic,Sedan,11,1998,2021
1747,Hyundai,Verna,Petrol,Manual,Sedan,20,1497,2021
1748,Honda,City,Petrol,Automatic,Sedan,19,1498,2024
1749,Hyundai,i20,Petrol,Automatic,Hatchback,23,1197,2018
1750,Honda,City,Petrol,Manual,Sedan,17,1498,2018
1751,Kia,Seltos,Petrol,Automatic,SUV,16,1497,2016
1752,BMW,3 Series,Diesel,Automatic,Sedan,11,1998,2016
1753,Kia,Seltos,Petrol,Automatic,SUV,15,1497,2017
1754,Toyota,Fortuner,Diesel,Manual,SUV,14,2755,2018
1755,Hyundai,Verna,Petrol,Manual,Sedan,21,1497,2023
1756,Toyota,Fortuner,Diesel,Automatic,SUV,13,2755,2024
1757,Toyota,Innova,Diesel,Manual,SUV,14,2393,2022
1758,Toyota,Innova,Diesel,Manual,SUV,12,2393,2024
1759,Kia,EV6,Electric,Automatic,SUV,0,0,2024
